"uid","fare_amount","pickup_datetime","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count"
65025,5.5,"2013-03-04 06:18:00 UTC",-74.008165,40.722372,-74.012878,40.71797,1
48743,13,"2013-03-01 01:28:57 UTC",-74.003055,40.734251,-73.982845,40.764799,2
20135,17.5,"2013-03-23 22:07:00 UTC",-73.987438,40.7529,-73.95188,40.809112,1
25517,10,"2013-03-07 13:26:14 UTC",-73.980096,40.784014,-73.980991,40.760281,1
45125,34.5,"2013-03-21 06:44:37 UTC",-74.008452,40.714511,-73.862194,40.767262,1
24701,13.5,"2013-03-08 18:02:25 UTC",-73.963344,40.754296,-73.996703,40.739759,1
17374,11.5,"2013-03-25 02:23:15 UTC",-73.952925,40.776569,-73.989214,40.763113,1
19920,4.5,"2013-03-06 07:57:56 UTC",-74.007583,40.733633,-73.998558,40.735189,1
43532,11,"2013-03-04 20:59:19 UTC",-74.014994,40.714263,-73.997027,40.717709,1
69780,5,"2013-03-11 17:11:00 UTC",-73.987537,40.722432,-73.986303,40.734762,2
27379,10,"2013-03-06 20:06:23 UTC",-73.982121,40.769863,-73.955492,40.784431,1
22041,10.5,"2013-03-18 22:06:28 UTC",-73.98968,40.745038,-73.993659,40.729206,2
21358,4,"2013-03-01 08:52:28 UTC",-74.010182,40.720444,-74.001615,40.722578,1
66156,12.5,"2013-03-18 10:58:00 UTC",-73.977497,40.754227,-73.983638,40.771015,1
58865,13,"2013-03-01 09:25:35 UTC",-73.979655,40.76752,-73.954782,40.76393,1
48144,18,"2013-03-26 23:37:00 UTC",-73.87442,40.773982,-73.868918,40.724587,1
20500,20.5,"2013-03-13 11:27:30 UTC",-74.008009,40.72297,-73.97277,40.75699,1
436,5,"2013-03-07 21:43:35 UTC",-73.983248,40.7712,-73.986205,40.763187,2
17403,9,"2013-03-07 08:04:00 UTC",-73.984005,40.73768,-74.003113,40.7505,1
40588,8,"2013-03-22 21:00:00 UTC",-73.98043,40.75926,-73.997392,40.75638,5
35376,5.5,"2013-03-14 07:18:43 UTC",-73.991373,40.750571,-73.985372,40.74195,1
11605,7,"2013-03-02 18:35:00 UTC",-73.99897,40.724827,-73.987158,40.725367,1
22880,22.5,"2013-03-02 15:38:00 UTC",-74.001272,40.746657,-73.955247,40.71033,5
998,11,"2013-03-19 17:38:41 UTC",-73.993668,40.751819,-73.96573,40.771965,1
53162,47.33,"2013-03-12 13:59:00 UTC",-73.977657,40.757962,-73.872943,40.774382,5
26279,11,"2013-03-24 12:39:00 UTC",-73.965543,40.762967,-73.98917,40.730527,5
16730,6.5,"2013-03-28 23:04:00 UTC",-73.979135,40.758537,-73.991847,40.744017,1
10612,5,"2013-03-16 20:36:00 UTC",-74.008752,40.704372,-73.997665,40.711987,1
8981,5,"2013-03-07 23:53:00 UTC",-73.982092,40.761975,-73.980235,40.763575,2
64318,17,"2013-03-12 20:08:00 UTC",-73.983148,40.693527,-73.998158,40.745247,1
64900,9,"2013-03-13 11:55:12 UTC",-74.017412,40.707775,-74.007643,40.710057,1
24748,7,"2013-03-03 13:02:00 UTC",-73.991472,40.729765,-73.982297,40.743772,1
35372,6.5,"2013-03-01 11:45:00 UTC",-73.983892,40.732733,-73.993403,40.735104,1
6927,5,"2013-03-21 11:00:00 UTC",-73.99979,40.753825,-73.991662,40.759572,2
59778,9.5,"2013-03-02 16:03:00 UTC",-73.976217,40.748522,-73.984565,40.740387,1
1119,29.5,"2013-03-13 18:44:29 UTC",-73.982399,40.744162,-74.013678,40.703586,2
23037,5,"2013-03-03 09:59:00 UTC",-73.945837,40.77785,-73.950167,40.77156,5
7608,6.5,"2013-03-16 13:29:00 UTC",-73.958247,40.759892,-73.970312,40.752352,1
53898,6.5,"2013-03-08 13:11:00 UTC",-73.988707,40.75337,-73.981022,40.74719,2
33446,11,"2013-03-22 18:16:50 UTC",-74.00452,40.742205,-74.01767,40.70658,1
44634,6,"2013-03-21 23:50:41 UTC",-73.978167,40.763175,-73.960453,40.769687,1
42598,13.5,"2013-03-30 13:42:00 UTC",-73.988675,40.722657,-73.994227,40.751255,1
50556,51.66,"2013-03-20 07:27:00 UTC",-74.003822,40.731997,-73.872695,40.774362,1
7447,5,"2013-03-02 21:00:07 UTC",-74.00034,40.729815,-73.998567,40.722818,1
43838,4.5,"2013-03-21 09:13:01 UTC",-73.9798,40.781092,-73.973128,40.786765,1
30313,3.5,"2013-03-10 03:45:31 UTC",-73.995971,40.730411,-73.988689,40.731252,1
16034,8,"2013-03-13 21:15:49 UTC",-73.995057,40.739633,-73.978182,40.743252,1
62179,12.5,"2013-03-10 00:27:27 UTC",-74.006965,40.74169,-73.972386,40.74921,2
17135,13,"2013-03-01 20:49:00 UTC",-73.956912,40.770872,-73.993872,40.756737,6
1495,9.5,"2013-03-07 12:16:00 UTC",-73.99152,40.727155,-73.9937,40.743332,1
15894,5.5,"2013-03-17 10:56:51 UTC",-74.000198,40.732668,-73.992854,40.727038,1
17147,9.5,"2013-03-04 11:27:00 UTC",-73.975127,40.756437,-73.961278,40.779207,4
67943,13.5,"2013-03-29 01:50:09 UTC",-73.987708,40.70243,-73.99451,40.688811,2
30684,7.5,"2013-03-06 20:20:00 UTC",-73.98318,40.781565,-73.968833,40.801125,1
28347,57.83,"2013-03-21 16:16:04 UTC",-73.776268,40.645835,-73.776268,40.645835,1
20202,8,"2013-03-21 23:31:34 UTC",-73.968785,40.754345,-73.978182,40.72945,1
58155,12,"2013-03-02 13:26:00 UTC",-73.976655,40.750157,-73.960405,40.779077,1
15296,7,"2013-03-19 13:45:00 UTC",-73.986807,40.761617,-73.98959,40.752457,1
55771,5,"2013-03-23 02:52:00 UTC",-73.985562,40.738645,-73.992343,40.743567,2
16865,16,"2013-03-02 03:18:00 UTC",-73.974705,40.68,-73.954483,40.71155,1
27034,10,"2013-03-08 00:29:00 UTC",-74.016542,40.709942,-73.99705,40.722292,6
11863,13,"2013-03-06 01:26:46 UTC",-73.995606,40.724932,-73.976484,40.680414,1
41736,9,"2013-03-06 18:09:54 UTC",-73.971137,40.756087,-73.973552,40.763603,5
13496,15,"2013-03-06 17:00:50 UTC",-73.996333,40.709269,-73.976953,40.751872,1
55237,12,"2013-03-06 18:34:35 UTC",-73.995178,40.725367,-73.968151,40.760108,1
52024,6,"2013-03-18 16:33:00 UTC",-73.977163,40.742985,-73.984518,40.728872,4
39120,7,"2013-03-07 02:40:00 UTC",-73.971575,40.76259,-73.980398,40.743517,1
18663,57.33,"2013-03-20 20:09:58 UTC",-73.81295,40.696181,-73.997599,40.761222,1
14235,9.5,"2013-03-24 14:20:00 UTC",-73.982507,40.782302,-73.969558,40.763172,6
58500,18,"2013-03-09 22:22:40 UTC",-74.002463,40.708724,-73.984435,40.758817,3
57754,6,"2013-03-18 19:26:43 UTC",-73.990523,40.751383,-73.988518,40.756677,3
56211,7.5,"2013-03-29 01:45:34 UTC",-73.711054,40.685163,-73.711054,40.685163,1
10162,7.5,"2013-03-20 22:46:17 UTC",-73.981067,40.755128,-73.972565,40.756297,1
6799,10,"2013-03-02 00:28:35 UTC",-73.98063,40.729974,-73.967236,40.760624,1
37151,10.5,"2013-03-26 18:21:05 UTC",-74.00271,40.749762,-73.97503,40.783535,1
32437,5,"2013-03-09 11:05:22 UTC",-73.965548,40.754368,-73.975815,40.756948,1
43184,4.5,"2013-03-06 16:54:00 UTC",-73.977888,40.746035,-73.974235,40.75166,1
36364,8.5,"2013-03-20 20:31:00 UTC",-73.986668,40.719557,-73.999762,40.733252,1
8524,5,"2013-03-21 15:25:00 UTC",-73.979966,40.739109,-73.990557,40.734945,1
31077,17,"2013-03-20 04:11:00 UTC",-73.988545,40.759077,-73.9211,40.766747,3
58302,7,"2013-03-10 20:44:25 UTC",-73.983073,40.722531,-73.981137,40.738006,1
29347,10.5,"2013-03-11 07:12:16 UTC",-73.954081,40.784801,-73.97595,40.752802,1
61106,16,"2013-03-05 21:04:02 UTC",-73.991765,40.7328,-73.974807,40.787854,1
50221,7.5,"2013-03-17 12:23:01 UTC",-73.981233,40.741133,-73.991735,40.72571,2
23653,13.5,"2013-03-15 23:25:27 UTC",-74.013801,40.707827,-73.985761,40.754694,1
11146,5,"2013-03-19 23:07:00 UTC",-73.99172,40.726352,-73.981965,40.727757,1
1758,8.5,"2013-03-10 23:37:29 UTC",-74.002555,40.719851,-73.984565,40.727394,1
27180,21,"2013-03-01 21:56:06 UTC",-73.944091,40.71168,-73.987689,40.745514,1
13701,8.5,"2013-03-15 00:32:03 UTC",-73.980799,40.760839,-74.000603,40.746261,1
39888,6,"2013-03-31 04:22:44 UTC",-73.997786,40.720869,-73.993448,40.732554,1
12183,8.5,"2013-03-19 17:16:59 UTC",-73.98643,40.759443,-73.989383,40.76205,1
48785,7.5,"2013-03-04 15:04:00 UTC",-73.9823,40.728667,-73.972767,40.74563,1
51044,7.5,"2013-03-25 16:02:00 UTC",-73.991853,40.729275,-73.992935,40.742877,1
68170,8.5,"2013-03-28 03:26:22 UTC",-73.98936,40.718758,-73.950541,40.709574,1
20953,17.5,"2013-03-09 18:34:00 UTC",-73.961165,40.811952,-74.000277,40.734,1
61260,17,"2013-03-30 22:12:00 UTC",-73.95321,40.767652,-73.992227,40.725107,1
26376,18,"2013-03-03 16:36:21 UTC",-73.988994,40.756844,-73.975839,40.791406,2
53421,7,"2013-03-01 18:04:00 UTC",-73.942067,40.79801,-73.954772,40.780272,2
391,5,"2013-03-26 19:08:26 UTC",-73.97691,40.750551,-73.966125,40.754664,1
13593,27,"2013-03-19 07:57:00 UTC",-73.992853,40.763182,-73.904225,40.841937,1
4609,19.5,"2013-03-26 21:31:00 UTC",-73.988122,40.722615,-73.984985,40.783892,1
1296,31.83,"2013-03-09 22:23:18 UTC",-73.86594,40.770753,-73.966782,40.789287,3
986,10.5,"2013-03-03 14:55:56 UTC",-73.961658,40.774349,-73.983012,40.744447,1
56824,10.5,"2013-03-05 18:57:00 UTC",-73.995647,40.724685,-73.96379,40.71043,1
18593,13,"2013-03-19 11:22:20 UTC",-73.971664,40.746066,-73.958467,40.774638,2
12587,14,"2013-03-14 18:05:33 UTC",-73.991591,40.749032,-73.98685,40.721437,1
10177,6,"2013-03-26 11:57:00 UTC",-73.990632,40.76564,-73.975882,40.762152,1
33588,57.33,"2013-03-16 07:10:00 UTC",-73.989937,40.746892,-73.79176,40.644827,1
66213,5,"2013-03-04 05:13:00 UTC",-73.988932,40.74811,-73.981118,40.75924,6
51050,19.5,"2013-03-11 00:28:00 UTC",-74.00413,40.721948,-73.928513,40.704803,2
39727,15,"2013-03-14 20:43:45 UTC",-74.006959,40.719618,-73.950431,40.707137,1
26981,15.5,"2013-03-03 11:27:45 UTC",-73.995032,40.76017,-73.964441,40.810695,1
68765,21.5,"2013-03-14 17:16:00 UTC",-74.00315,40.714177,-73.978955,40.750642,2
4998,11,"2013-03-18 13:59:16 UTC",-73.98552,40.780152,-74.002094,40.752538,2
6392,15,"2013-03-01 13:17:00 UTC",-73.956315,40.781413,-73.975918,40.74047,1
42869,21.5,"2013-03-28 16:58:22 UTC",-73.994495,40.761312,-73.940456,40.834467,2
22431,7,"2013-03-12 11:02:14 UTC",-73.963418,40.771404,-73.955097,40.785016,1
4774,11,"2013-03-02 20:48:00 UTC",-73.94969,40.784913,-73.982933,40.776995,1
61353,6,"2013-03-02 15:42:40 UTC",-73.97529,40.745719,-73.982559,40.751631,1
27878,9.5,"2013-03-23 16:34:00 UTC",-73.984958,40.76365,-73.96717,40.76368,4
59172,6,"2013-03-18 07:10:00 UTC",-73.981112,40.781537,-73.98451,40.76958,1
61629,13,"2013-03-26 23:14:00 UTC",-73.962718,40.762892,-73.913738,40.756472,1
1649,14.5,"2013-03-12 17:13:00 UTC",-74.004677,40.75203,-73.977245,40.758892,6
69472,10,"2013-03-20 18:26:00 UTC",-73.990585,40.702992,-73.997687,40.678745,2
47040,10,"2013-03-22 10:41:59 UTC",-73.986337,40.755121,-73.973923,40.759428,1
37574,5.5,"2013-03-26 20:49:05 UTC",-73.985866,40.757834,-73.984503,40.748692,2
14299,6,"2013-03-20 21:11:15 UTC",-73.995134,40.744831,-73.978816,40.736658,1
69166,6,"2013-03-28 01:56:00 UTC",-74.005965,40.739972,-74.003532,40.732312,1
29554,10.5,"2013-03-05 18:04:00 UTC",-73.97977,40.743195,-73.990437,40.748405,1
29573,12.5,"2013-03-07 14:10:50 UTC",-73.969687,40.769022,-73.942829,40.785979,1
60368,8,"2013-03-01 01:20:00 UTC",-73.998022,40.72025,-73.982137,40.740007,1
58604,81.25,"2013-03-31 13:56:00 UTC",-74.007935,40.741145,-74.177023,40.692,1
47475,38.83,"2013-03-26 18:57:32 UTC",-73.980937,40.760148,-73.805379,40.729486,1
30727,7,"2013-03-23 22:56:00 UTC",-73.973227,40.744217,-73.983237,40.744252,1
4018,29.5,"2013-03-02 04:19:00 UTC",-73.988098,40.722747,-73.997082,40.678522,5
17030,13,"2013-03-29 16:19:03 UTC",-73.998454,40.756932,-73.969908,40.755472,2
53383,6,"2013-03-18 22:09:00 UTC",-73.988588,40.737027,-73.99379,40.728852,1
30148,9,"2013-03-31 19:49:36 UTC",-73.984259,40.740295,-73.991211,40.750089,1
10861,20,"2013-03-20 06:51:37 UTC",-74.006149,40.712085,-74.019739,40.646428,1
46923,5,"2013-03-12 01:34:00 UTC",-73.972447,40.7589,-73.972005,40.754472,1
62953,7.5,"2013-03-16 11:22:12 UTC",-73.977591,40.789231,-73.995257,40.769641,3
58561,14,"2013-03-24 02:54:00 UTC",-74.003022,40.731337,-73.958768,40.763812,5
54926,5,"2013-03-04 05:41:00 UTC",-73.977925,40.752185,-73.973095,40.758792,1
20594,5.5,"2013-03-13 23:18:40 UTC",-73.988576,40.73477,-73.991522,40.727254,2
59167,6.5,"2013-03-27 00:26:00 UTC",-73.994072,40.761652,-73.991887,40.749072,1
53205,16,"2013-03-21 15:12:11 UTC",-74.005592,40.750972,-73.974872,40.75377,1
39918,5,"2013-03-16 09:16:00 UTC",-73.962402,40.7673,-73.955662,40.77949,2
1575,18,"2013-03-23 00:39:00 UTC",-73.956685,40.72078,-73.977212,40.745257,2
8734,12,"2013-03-01 17:45:24 UTC",-73.999591,40.738642,-73.988361,40.727466,1
36056,3.5,"2013-03-20 08:14:39 UTC",-74.004452,40.721321,-74.001446,40.725185,1
40125,19.5,"2013-03-29 23:40:12 UTC",-73.987278,40.719813,-73.948597,40.782435,1
48847,6,"2013-03-31 14:35:08 UTC",-73.987899,40.765054,-73.997321,40.761241,1
69932,7.5,"2013-03-13 15:03:00 UTC",-73.944017,40.775885,-73.957142,40.783032,1
59823,18,"2013-03-23 22:35:49 UTC",-73.946035,40.777223,-73.985848,40.719465,1
47718,8.5,"2013-03-05 00:37:00 UTC",-73.970782,40.75839,-73.989895,40.738847,1
33896,13,"2013-03-05 01:46:00 UTC",-73.990052,40.725425,-73.992982,40.688452,1
5751,6,"2013-03-19 20:41:00 UTC",-73.969387,40.757492,-73.954063,40.766332,1
44064,16.5,"2013-03-12 08:13:00 UTC",-73.970112,40.753297,-73.9686,40.786212,1
6037,15.5,"2013-03-28 21:32:00 UTC",-73.964448,40.712465,-74.005722,40.732702,5
29970,7.5,"2013-03-03 12:16:23 UTC",-73.961837,40.764084,-73.976031,40.757271,1
47255,5,"2013-03-13 06:30:00 UTC",-73.99056,40.766537,-73.979557,40.76457,1
65465,29,"2013-03-08 22:29:16 UTC",-73.998495,40.745134,-73.936901,40.854953,1
68502,10,"2013-03-12 19:51:00 UTC",-73.971972,40.765643,-73.991307,40.750527,1
59850,8.5,"2013-03-18 15:02:45 UTC",-73.959679,40.765181,-73.977161,40.779093,1
38778,6.5,"2013-03-08 12:30:00 UTC",-73.989152,40.734693,-73.981913,40.729733,1
40193,16,"2013-03-30 11:01:00 UTC",-74.010067,40.721367,-73.976172,40.74867,1
50558,5,"2013-03-07 13:49:00 UTC",-73.968417,40.767657,-73.961125,40.779245,1
61731,11,"2013-03-17 22:36:21 UTC",-74.001493,40.731032,-73.975493,40.759063,2
40202,6.5,"2013-03-17 14:21:00 UTC",-73.971223,40.787887,-73.958202,40.778882,1
6038,15,"2013-03-23 02:16:16 UTC",-74.006873,40.709666,-73.988911,40.744259,2
65535,18,"2013-03-15 01:31:31 UTC",-73.984598,40.727451,-73.959817,40.691993,2
15720,20.5,"2013-03-23 21:37:05 UTC",-74.006867,40.705321,-73.931591,40.704973,2
56359,14.5,"2013-03-03 04:38:18 UTC",-73.850736,40.831132,-73.836668,40.84402,1
31372,25.83,"2013-03-11 05:29:00 UTC",-73.946077,40.781532,-73.885142,40.770362,1
11185,18.5,"2013-03-06 06:08:15 UTC",-73.980428,40.72195,-73.950498,40.684869,2
24093,10,"2013-03-25 09:03:00 UTC",-73.974157,40.787405,-73.984013,40.762315,1
39766,11.5,"2013-03-17 03:25:00 UTC",-73.98945,40.726172,-73.992525,40.752625,1
55415,57.33,"2013-03-16 19:22:00 UTC",-73.802732,40.676745,-73.991313,40.732432,1
51719,4.5,"2013-03-30 22:50:00 UTC",-73.997568,40.736753,-74.005543,40.738,1
22043,4,"2013-03-01 10:45:00 UTC",-73.998157,40.682312,-73.995672,40.68087,6
1539,25,"2013-03-15 07:29:53 UTC",-73.99319,40.68987,-73.969065,40.746573,1
8725,10.5,"2013-03-16 18:15:00 UTC",-73.990088,40.751157,-73.976212,40.74184,1
67983,13.5,"2013-03-15 08:16:08 UTC",-73.966502,40.804944,-73.940113,40.848785,2
60603,13.5,"2013-03-13 18:56:19 UTC",-73.983263,40.744983,-73.982443,40.767164,1
68269,10.5,"2013-03-11 17:31:25 UTC",-73.991526,40.750036,-73.977978,40.759746,1
30999,6.5,"2013-03-29 19:40:00 UTC",-73.997787,40.756362,-74.004965,40.741372,6
23726,28.83,"2013-03-13 08:45:00 UTC",-73.950058,40.785592,-73.872473,40.774532,5
18483,13,"2013-03-24 03:33:00 UTC",-74.006625,40.744162,-73.963982,40.765462,1
67650,13,"2013-03-06 21:49:00 UTC",-73.98838,40.723452,-73.997565,40.695642,1
68609,12,"2013-03-24 18:25:18 UTC",-74.000233,40.717813,-73.977814,40.75209,1
14755,7,"2013-03-26 17:29:00 UTC",-73.983857,40.77354,-73.972303,40.763372,1
52724,9.5,"2013-03-16 17:42:00 UTC",-73.990337,40.746012,-73.986788,40.771527,1
25434,12,"2013-03-15 20:36:31 UTC",-73.997356,40.72235,-73.995103,40.749843,1
18447,12.5,"2013-03-14 06:05:05 UTC",-73.921382,40.77297,-73.861668,40.768372,1
3391,5.5,"2013-03-08 09:50:49 UTC",-73.956957,40.783522,-73.957163,40.783097,1
16862,33.5,"2013-03-30 10:48:00 UTC",-74.009325,40.713175,-73.870402,40.772607,1
33981,7.5,"2013-03-09 21:51:00 UTC",-74.005235,40.708867,-74.004788,40.721182,1
66154,5.5,"2013-03-24 10:51:00 UTC",-73.997225,40.736712,-73.99104,40.748717,1
61518,4,"2013-03-11 16:30:23 UTC",-73.974226,40.764635,-73.96886,40.761468,1
30886,7,"2013-03-31 07:57:42 UTC",-73.991878,40.755683,-73.976385,40.758676,5
31836,6.5,"2013-03-21 19:21:00 UTC",-73.991742,40.75005,-73.996972,40.757572,1
68987,5.5,"2013-03-25 18:36:21 UTC",-74.006828,40.73064,-74.00585,40.740391,1
32944,7.5,"2013-03-19 12:45:26 UTC",-74.005564,40.750984,-73.994309,40.739777,1
58786,29.5,"2013-03-03 11:41:00 UTC",-74.003845,40.753022,-73.944083,40.801385,1
30673,8.5,"2013-03-26 18:49:00 UTC",-73.981912,40.768752,-73.96979,40.794752,1
48095,15,"2013-03-07 21:51:00 UTC",-73.87299,40.774105,-73.835387,40.72077,6
22305,7.5,"2013-03-28 20:37:00 UTC",-73.985337,40.763382,-73.99225,40.75913,1
30118,17.5,"2013-03-01 09:51:13 UTC",-74.015152,40.708812,-73.981668,40.741138,1
34224,7.5,"2013-03-12 10:38:00 UTC",-73.966207,40.789722,-73.982847,40.782075,1
69992,15.5,"2013-03-01 23:05:00 UTC",-73.984558,40.769772,-74.0016,40.735558,2
22711,7.5,"2013-03-04 12:59:00 UTC",-73.97716,40.749887,-73.990992,40.733512,1
37182,57.33,"2013-03-14 16:44:00 UTC",-73.78237,40.644795,-73.98247,40.731267,2
53001,9.5,"2013-03-22 09:52:08 UTC",-74.000108,40.726838,-73.995775,40.749047,1
55255,13.5,"2013-03-19 11:19:49 UTC",-73.982162,40.774671,-73.970036,40.761229,1
25424,12.5,"2013-03-15 19:04:00 UTC",-74.002317,40.740017,-73.970867,40.752655,1
36023,8.5,"2013-03-29 18:18:00 UTC",-73.983952,40.780962,-73.96633,40.799557,1
56514,4,"2013-03-15 22:29:00 UTC",-74.006885,40.711887,-74.007772,40.715287,1
58644,8,"2013-03-04 22:09:00 UTC",-73.977843,40.756505,-73.977322,40.775857,1
45707,10.5,"2013-03-02 10:23:09 UTC",-73.982237,40.736777,-74.008325,40.749394,3
24683,6,"2013-03-23 18:34:31 UTC",-74.00218,40.729452,-73.992232,40.738429,1
62183,5,"2013-03-30 16:38:00 UTC",-73.981397,40.741212,-73.982465,40.748507,2
40924,9.5,"2013-03-04 23:37:54 UTC",-73.97519,40.755725,-73.955369,40.776804,1
20711,17.5,"2013-03-17 09:33:05 UTC",-73.973718,40.755229,-74.000653,40.758422,1
20929,13.5,"2013-03-30 13:34:17 UTC",-73.991507,40.744645,-73.995724,40.759498,1
7700,4.5,"2013-03-27 09:19:00 UTC",-73.975167,40.753492,-73.978302,40.745822,2
64398,7,"2013-03-22 12:53:00 UTC",-73.950948,40.782827,-73.971362,40.786212,2
14068,5,"2013-03-20 01:01:38 UTC",-73.950466,40.723115,-73.957285,40.722159,3
29751,9.5,"2013-03-03 00:25:53 UTC",-73.986326,40.742491,-74.00558,40.72761,1
34199,6,"2013-03-16 16:03:28 UTC",-74.002514,40.745038,-73.992019,40.743811,1
62672,5,"2013-03-27 12:47:09 UTC",-73.991684,40.759646,-73.998993,40.763462,2
69969,10,"2013-03-04 08:31:46 UTC",-73.962897,40.766442,-73.981861,40.756347,1
60463,5.5,"2013-03-06 13:00:51 UTC",-73.991132,40.73421,-74.008464,40.74138,1
31262,11.5,"2013-03-29 11:24:00 UTC",-73.984595,40.74569,-73.990748,40.771582,3
60649,6.5,"2013-03-16 21:34:00 UTC",-73.993837,40.751612,-73.996527,40.758242,1
44324,7.5,"2013-03-04 09:06:00 UTC",-73.983388,40.739062,-73.998327,40.729587,1
14345,8.5,"2013-03-15 22:34:39 UTC",-73.981294,40.752783,-73.979679,40.737376,1
9304,18,"2013-03-16 00:19:00 UTC",-73.980845,40.737977,-73.963317,40.793597,1
22267,38.83,"2013-03-21 17:41:00 UTC",-73.873047,40.774097,-73.99249,40.743457,3
40504,7,"2013-03-29 01:27:31 UTC",-73.973622,40.763353,-73.995781,40.764444,3
26751,7.5,"2013-03-13 07:20:19 UTC",-73.9739,40.792085,-73.954772,40.787437,1
40808,5,"2013-03-04 23:26:15 UTC",-73.981986,40.667014,-73.973387,40.677503,1
65182,16,"2013-03-22 23:34:01 UTC",-74.009852,40.722127,-73.988728,40.77499,1
52698,13,"2013-03-05 23:17:03 UTC",-73.989438,40.72045,-73.973737,40.687666,1
9011,17.5,"2013-03-14 21:40:02 UTC",-74.005607,40.750874,-73.982586,40.69377,1
13340,2.5,"2013-03-04 20:41:00 UTC",-73.996027,40.732027,-73.995743,40.731952,5
56340,13,"2013-03-29 19:19:00 UTC",-73.972663,40.743355,-73.991088,40.750517,1
12019,10.5,"2013-03-15 12:08:48 UTC",-73.985053,40.723934,-74.002991,40.70639,1
67201,10,"2013-03-27 09:57:00 UTC",-73.974462,40.752402,-73.995985,40.732582,1
37347,4.5,"2013-03-23 08:26:00 UTC",-73.99062,40.734895,-73.995435,40.73934,1
67406,8.5,"2013-03-26 11:52:17 UTC",-73.977499,40.758308,-73.990822,40.73984,1
29728,20,"2013-03-07 20:04:00 UTC",-73.962625,40.774103,-74.001837,40.726112,2
55885,7.5,"2013-03-12 18:45:43 UTC",-73.981215,40.73574,-73.993853,40.736545,2
17443,4.5,"2013-03-12 19:05:21 UTC",-73.978892,40.752428,-73.980679,40.750047,1
25889,5,"2013-03-15 21:54:26 UTC",-73.977421,40.749447,-73.984454,40.737138,2
21843,11.5,"2013-03-23 19:17:00 UTC",-73.984085,40.728537,-73.954643,40.77188,6
647,20.5,"2013-03-07 17:29:59 UTC",-74.005432,40.721647,-73.989448,40.762802,2
61308,18,"2013-03-16 18:37:56 UTC",-73.955974,40.772102,-73.991887,40.749918,1
64582,9,"2013-03-25 10:09:51 UTC",-73.972921,40.736795,-73.97266,40.746646,2
11751,10.5,"2013-03-05 19:47:28 UTC",-73.987328,40.753052,-73.994628,40.726853,1
24447,13,"2013-03-22 01:02:45 UTC",-73.989997,40.729412,-73.964195,40.718985,1
29664,18.5,"2013-03-01 23:21:16 UTC",-74.009058,40.726147,-73.971701,40.792071,1
13189,11,"2013-03-29 18:57:29 UTC",-73.947927,40.775314,-73.981465,40.781118,2
48556,11.5,"2013-03-05 06:39:32 UTC",-73.991211,40.765416,-73.951188,40.787648,1
52445,19.5,"2013-03-02 15:56:00 UTC",-74.002625,40.73954,-73.95729,40.766932,6
1191,12,"2013-03-02 17:46:00 UTC",-73.954987,40.773425,-73.98547,40.751512,1
65565,12.5,"2013-03-12 15:27:00 UTC",-73.987392,40.744165,-73.98539,40.76881,1
45975,6.5,"2013-03-26 12:03:06 UTC",-73.982172,40.76618,-73.974865,40.760893,1
33044,14.5,"2013-03-29 05:08:00 UTC",-73.914975,40.763812,-73.906142,40.725757,1
42608,9,"2013-03-01 12:16:00 UTC",-74.003082,40.727907,-73.982525,40.757142,1
30538,9,"2013-03-08 18:25:00 UTC",-73.998497,40.738022,-73.99906,40.75482,1
33893,8.5,"2013-03-08 04:33:00 UTC",-73.99424,40.726602,-73.97727,40.72653,5
32470,24,"2013-03-27 10:44:00 UTC",-74.014923,40.714302,-73.973493,40.760837,1
5825,8,"2013-03-12 12:58:13 UTC",-73.98446,40.7572,-73.981318,40.769065,1
61875,11.5,"2013-03-28 10:22:14 UTC",-73.947852,40.77457,-73.98139,40.779361,3
45507,6.5,"2013-03-02 00:34:40 UTC",-73.983916,40.737705,-73.980256,40.744271,2
12819,15.5,"2013-03-09 03:24:00 UTC",-73.967538,40.756493,-73.948947,40.807993,1
16389,7,"2013-03-18 14:59:00 UTC",-73.977515,40.766272,-73.963828,40.765405,1
51685,29,"2013-03-29 01:42:52 UTC",-73.986127,40.758092,-73.899406,40.821183,1
67413,8.5,"2013-03-09 17:44:23 UTC",-73.985621,40.763626,-73.994699,40.755462,1
1628,12,"2013-03-01 19:51:47 UTC",-73.991738,40.749144,-73.982981,40.769106,1
17484,8.5,"2013-03-23 09:51:00 UTC",-73.955732,40.780052,-73.975812,40.789057,1
15138,13,"2013-03-14 19:11:00 UTC",-73.981037,40.781882,-73.956588,40.802645,1
32256,8.5,"2013-03-03 09:52:00 UTC",-73.97497,40.782577,-73.981787,40.759517,4
29989,6,"2013-03-23 10:24:08 UTC",-73.966488,40.764743,-73.971748,40.75025,1
15328,5,"2013-03-18 08:25:47 UTC",-73.957606,40.779597,-73.969749,40.784846,1
7176,15.5,"2013-03-27 15:43:00 UTC",-73.994785,40.745362,-73.958405,40.77308,1
24192,9.5,"2013-03-10 16:01:23 UTC",-73.968006,40.762901,-73.996314,40.753443,1
61225,32.33,"2013-03-03 21:13:21 UTC",-73.872688,40.774718,-73.985517,40.75904,1
20527,7.5,"2013-03-28 09:20:48 UTC",-73.96405,40.767743,-73.955085,40.765161,1
38634,10,"2013-03-31 16:58:15 UTC",-73.937478,40.807544,-73.951888,40.781943,1
